date,company,ticker,action_type,ratio,action_details
2024-12-02,Bullet Exploration Inc,AMMO,Merger,,Bullet Exploration Inc. (AMMO) performed a merger. Holders will receive 1 new share of Gold79 Mines Limited (AUU) per 3 shares held.
2024-12-02,Franklin LibertyQT International Equity Index ETF,FLDM,Redemption,,Franklin LibertyQT International Equity Index ETF (FLDM) has performed a mandatory redemption. Holders will receive receive 22.9363305 CAD per unit held.
2024-12-02,Franklin Libertyqt Global Dividend Index ETF FLGD,FLGD,Dividend,,Franklin Libertyqt Global Dividend Index ETF FLGD (FLGD) has performed a mandatory redemption. Holders will receive receive 29.7028696 CAD per unit held.
2024-12-02,Franklin Western Asset Core Plus Bond Active ETF,FWCP,Redemption,,Franklin Western Asset Core Plus Bond Active ETF (FWCP) has performed a mandatory redemption. Holders will receive receive 17.3781 CAD per unit held.
2024-11-29,Biomotion Sciences.,SLXN,Consolidation,1 for 9,Biomotion Sciences. (SLXN) performed a 1 for 9 consolidation. Holders will now hold 1 share of Biomotion Sciences. (SLXN) for every 9 shares previously held.
2024-11-29,DBV Technologies S.A.,DBVT,Consolidation,1 for 5,DBV Technologies S.A. (DBVT) performed a 1 for 5 consolidation. Holders will now hold 1 share of DBV Technologies S.A. (DBVT) for every 5 shares previously held.
2024-11-29,GuardBonds 2024 Investment Grade Bond Fund - ETF,GBFA,Liquidation,,GuardBonds 2024 Investment Grade Bond Fund - ETF (GBFA) performed a liquidation. Holders will receive 20.392795 CAD per unit held.
2024-11-29,Roundhill ETF Trust - S&P Dividend Monarchs ETF,KNGS,Dividend,,Roundhill ETF Trust - S&P Dividend Monarchs ETF (KNGS) performed a liquidation. Holders will receive 28.68010483 USD per unit held.
2024-11-29,Roundhill Alerian LNG ETF,LNGG,Liquidation,,Roundhill Alerian LNG ETF (LNGG) performed a liquidation. Holders will receive 25.70027 USD per unit held.
2024-11-29,Listed Fund Trust - Roundhill S&P Global Luxury ETF,LUXX,Liquidation,,Listed Fund Trust - Roundhill S&P Global Luxury ETF (LUXX) performed a liquidation. Holders will receive 23.4490764 USD per unit held.
2024-11-29,Roundhill ETF Trust - Daily Inverse Magnificent Seven ETF,MAGQ,Liquidation,,Roundhill ETF Trust - Daily Inverse Magnificent Seven ETF (MAGQ) performed a liquidation. Holders will receive 18.7357512 USD per unit held.
2024-11-28,BetaPro Natural Gas Inverse Leveraged Daily Bear ETF,HND,Stock Split,4 for 1,BetaPro Natural Gas Inverse Leveraged Daily Bear ETF (HND) performed a 4 for 1 stock split. Holders will now hold 4 shares of BetaPro Natural Gas Inverse Leveraged Daily Bear ETF (HND) per old share previously held.
2024-11-28,BetaPro S&P/TSX 60 -2x Daily Bear ETF,HXD,Consolidation,1 for 5,BetaPro S&P/TSX 60 -2x Daily Bear ETF (HXD) performed a 1 for 5 consolidation. Holders will now hold 1 share of BetaPro S&P/TSX 60 -2x Daily Bear ETF (HXD) for every 5 shares previously held.
2024-11-28,BetaPro Natural Gas Leveraged Daily Bull ETF - ETF Shares,HNU,Consolidation,1 for 12,BetaPro Natural Gas Leveraged Daily Bull ETF - ETF Shares (HNU) performed a 1 for 12 consolidation. Holders will now hold 1 share of BetaPro Natural Gas Leveraged Daily Bull ETF - ETF Shares (HNU) for every 12 shares previously held.
2024-11-28,BetaPro Canadian Gold Miners -2x Daily Bear ETF,HGD,Consolidation,1 for 12,BetaPro Canadian Gold Miners -2x Daily Bear ETF (HGD) performed a 1 for 12 consolidation. Holders will now hold 1 share of BetaPro Canadian Gold Miners -2x Daily Bear ETF (HGD) for every 12 shares previously held.
2024-11-28,BetaPro S&P/TSX Capped Energy -2x Daily Bear ETF,HED,Consolidation,1 for 6,BetaPro S&P/TSX Capped Energy -2x Daily Bear ETF (HED) performed a 1 for 6 consolidation. Holders will now hold 1 share of BetaPro S&P/TSX Capped Energy -2x Daily Bear ETF (HED) for every 6 shares previously held.
2024-11-28,BetaPro Gold Bullion -2x Daily Bear ETF NEW,HBD,Consolidation,1 for 4,BetaPro Gold Bullion -2x Daily Bear ETF NEW (HBD) performed a 1 for 4 consolidation. Holders will now hold 1 share of BetaPro Gold Bullion -2x Daily Bear ETF NEW (HBD) for every 4 shares previously held.
2024-11-28,BetaPro Inverse Bitcoin ETF,BITI,Consolidation,1 for 7,BetaPro Inverse Bitcoin ETF (BITI) performed a 1 for 7 consolidation. Holders will now hold 1 share of BetaPro Inverse Bitcoin ETF (BITI) for every 7 shares previously held.
2024-11-27,Investment Managers Series Trust II - Axs 2X Innovation ETF,TARK,Stock Split,2 for 1,Investment Managers Series Trust II - Axs 2X Innovation ETF (TARK) performed a 2 for 1 stock split. Holders will now hold 2 shares of Investment Managers Series Trust II - Axs 2X Innovation ETF (TARK) per old share previously held.
2024-11-27,U-BX Technology Limited,UBXG,Consolidation,1 for 16,U-BX Technology Limited (UBXG) performed a 1 for 16 consolidation. Holders will now hold 1 share of U-BX Technology Limited (UBXG) for every 16 shares previously held.
2024-11-27,AXS TSLA Bear Daily ETF,TSLQ,Consolidation,1 for 6,AXS TSLA Bear Daily ETF (TSLQ) performed a 1 for 6 consolidation. Holders will now hold 1 share of AXS TSLA Bear Daily ETF (TSLQ) for every 6 shares previously held.
2024-11-27,Investment Managers Series Trust II - Axs Short Innovation Daily ETF,SARK,Consolidation,1 for 3,Investment Managers Series Trust II - Axs Short Innovation Daily ETF (SARK) performed a 1 for 3 consolidation. Holders will now hold 1 share of Investment Managers Series Trust II - Axs Short Innovation Daily ETF (SARK) for every 3 shares previously held.
2024-11-27,SKRR Exploration Inc,SKRR,Consolidation,1 for 4,SKRR Exploration Inc. (SKRR) performed a 1 for 4 consolidation. Holders will now hold 1 share of SKRR Exploration Inc. (SKRR) for every 4 shares previously held.
2024-11-27,Elevai Labs Inc,ELAB,Consolidation,1 for 200,Elevai Labs Inc. (ELAB) performed a 1 for 200 consolidation. Holders will now hold 1 share of Elevai Labs Inc. (ELAB) for every 200 shares previously held.
2024-11-27,Vista Outdoor Inc,VSTO,Merger,,Vista Outdoor Inc (VSTO) performed a merger. Holders will receive 1 share of Revelyst Inc. (GEAR) plus 25.75 USD per share held.
2024-11-27,Scotch Creek Ventures Inc,SCV,Consolidation,1 for 4,Scotch Creek Ventures Inc (SCV) performed a 1 for 4 consolidation. Holders will now hold 1 share of Scotch Creek Ventures Inc (SCV) for every 4 shares previously held.
2024-11-27,NBI Canadian Family Business ETF,NFAM,Other,,NBI Canadian Family Business ETF (NFAM) has been terminated. Holders will receive 33.239742 CAD per unit held.
2024-11-26,Global Mofy Metaverse Limited,GMM,Consolidation,1 for 15,Global Mofy Metaverse Limited (GMM) performed a 1 for 15 consolidation. Holders will now hold 1 share of Global Mofy Metaverse Limited (GMM) for every 15 shares previously held.
2024-11-26,Liberty Defense Holdings Ltd,SCAN,Consolidation,1 for 10,Liberty Defense Holdings Ltd (SCAN) performed a 1 for 10 consolidation. Holders will now hold 1 share of Liberty Defense Holdings Ltd (SCAN) for every 10 shares previously held.
2024-11-26,Citius Pharmaceuticals Inc,CTXR,Consolidation,1 for 25,Citius Pharmaceuticals Inc (CTXR) performed a 1 for 25 consolidation. Holders will now hold 1 share of Citius Pharmaceuticals Inc (CTXR) for every 25 shares previously held.
2024-11-26,Cemtrex Inc,CETX,Consolidation,1 for 35,Cemtrex Inc. (CETX) performed a 1 for 35 consolidation. Holders will now hold 1 share of Cemtrex Inc. (CETX) for every 35 shares previously held.
2024-11-26,Select Medical Holdings Corporation,SEM,Spinoff,,"Select Medical Holdings Corporation (SEM) performed a spinoff. Holders will receive 0.806971 shares of Concentra Group Holdings Parent Inc. (CON) per SEM share held as of record date November 26, 2024."
2024-11-26,Advisorshares Trust - Msos 2X Daily ETF,MSOX,Consolidation,1 for 20,Advisorshares Trust - Msos 2X Daily ETF (MSOX) performed a 1 for 20 consolidation. Holders will now hold 1 share of Advisorshares Trust - Msos 2X Daily ETF (MSOX) for every 20 shares previously held.
2024-11-26,Psyence Biomedical Limited,PBM,Consolidation,1 for 75,Psyence Biomedical Limited (PBM) performed a 1 for 75 consolidation. Holders will now hold 1 share of Psyence Biomedical Limited (PBM) for every 75 shares previously held.
2024-11-26,Popreach Corporation,INIK,Name Change,1 for 1,Popreach Corporation (INIK) performed a 1 for 1 name change to Ionik Corporation (INIK).
2024-11-26,Centamin Plc,CEE,Merger,,Centamin Plc (CEE) performed a merger. Holders will receive 0.06983 shares of Anglogold Ashanti PLC (AU) per old share held.
2024-11-25,Apollomics Inc,APLM,Consolidation,1 for 100,Apollomics Inc. (APLM) performed a 1 for 100 consolidation. Holders will now hold 1 share of Apollomics Inc. (APLM) for every 100 shares previously held.
2024-11-25,Hyperscale Data Inc,GPUS,Consolidation,1 for 35,Hyperscale Data Inc. (GPUS) performed a 1 for 35 consolidation. Holders will now hold 1 share of Hyperscale Data Inc. (GPUS) for every 35 shares previously held.
2024-11-25,Pucara Gold Ltd,TORO,Merger,,Pucara Gold Ltd. (TORO) performed a merger. Holders will receive 0.10 new share of Copper Standard Resources Inc. (CSR) per share held.
2024-11-25,Vitesco Technologies Group AG,VTSCY,Liquidation,,Vitesco Technologies Group AG (VTSCY) performed a liquidation. Holders will receive 11.353072 USD per share held.
2024-11-25,Envestnet Inc,ENV,Merger,,Envestnet Inc. (ENV) performed a merger. Holders will receive 63.15 USD per share held.
2024-11-25,Bank of Montreal - FXDFR PRF PERPETUAL CAD 25 - Ser 31 Cl B,,Redemption,,Bank of Montreal - FXDFR PRF PERPETUAL CAD 25 - Ser 31 Cl B (BMO.PR.W) performed a redemption. Holders will receive 25 CAD per unit held.
2024-11-22,Chardan Nextech Acquisition 2 Corp,DFLI,Consolidation,1 for 9,Chardan Nextech Acquisition 2 Corp (DFLI) performed a 1 for 9 consolidation. Holders will now hold 1 share of Chardan Nextech Acquisition 2 Corp (DFLI) for every 9 shares previously held.
2024-11-22,X3 Holdings Company Limited,XTKG,Consolidation,1 for 20,X3 Holdings Company Limited (XTKG) performed a 1 for 20 consolidation. Holders will now hold 1 share of X3 Holdings Company Limited (XTKG) for every 20 shares previously held.
2024-11-22,TMT Acquisition Corp,TMTC,Merger,,TMT Acquisition Corp (TMTC) performed a merger. Holders will receive 1 share of eLong Power Holding (ELPW) per share previously held.
2024-11-22,Marathon Oil Corporation,MRO,Merger,,Marathon Oil Corporation (MRO) performed a merger. Holders will receive 0.255 new share of Conoco Phillips (COP) per share held.
2024-11-22,ARC Document Solutions Inc,ARC,Liquidation,,ARC Document Solutions Inc (ARC) performed a liquidation. Holders will receive 3.40 USD per share held.
2024-11-22,TMT Acquisition Corp. - 1 Ord Shares & 1 Rights,TMTCU,Acquisition,,TMT Acquisition Corp. - 1 Ord Shares & 1 Rights (TMTCU) performed a reorganization. Holders will receive 1.2 shares of Elong Power Holding Ltd. (Class A) (ELPW) per old share held.
2024-11-21,Perimeter Solutions SA,PRM,Reorganization,,Perimeter Solutions SA (PRM) performed a reorganization. Holders will receive 1 new share of Perimeter Solutions SA (PRM) per old share held.
2024-11-21,Exscientia Plc,EXAI,Merger,,Exscientia Plc (EXAI) performed a merger. Holders will receive 0.7729 new share of Recursion Pharmaceuticals Inc (Class A) (RXRX) per share held.
2024-11-21,Vanadian Energy Corp,VEC.H,Consolidation,1 for 10,Vanadian Energy Corp (VEC.H) performed a 1 for 10 consolidation. Holders will now hold 1 share of Vanadian Energy Corp (VEC.H) for every 10 shares previously held.
2024-11-21,Nature's Miracle Holding Inc,NMHI,Consolidation,1 for 30,Nature's Miracle Holding Inc. (NMHI) performed a 1 for 30 consolidation. Holders will now hold 1 share of Nature's Miracle Holding Inc. (NMHI) for every 30 shares previously held.
2024-11-21,Luminar Technologies Inc,LAZR,Consolidation,1 for 15,Luminar Technologies Inc (Class A) (LAZR) performed a 1 for 15 consolidation. Holders will now hold 1 share of Luminar Technologies Inc (Class A) (LAZR) for every 15 shares previously held.
2024-11-21,Longhorn Exploration Corp,LEX,Name Change,1 for 1,Longhorn Exploration Corp (Class A) (LEX) performed a 1 for 1 name change to PureWave Hydrogen Corp. (PWH).
2024-11-21,IQ 500 International ETF,IQIN,Liquidation,,IQ 500 International ETF (IQIN) performed a liquidation. Details of the event are still to be determined.
2024-11-21,IndexIQ ETF Trust - Iq Cbre Nextgen Real Estate ETF,ROOF,Liquidation,,IndexIQ ETF Trust - Iq Cbre Nextgen Real Estate ETF (ROOF) performed a liquidation. Details of the event are still to be determined.
2024-11-21,IQ Engender Equality ETF,EQUL,Liquidation,,IQ Engender Equality ETF (EQUL) performed a liquidation. Details of the event are still to be determined.
2024-11-21,Haynes International Inc,HAYN,Merger,,Haynes International Inc. (HAYN) performed a merger. Holders will receive 61 USD per share held.
2024-11-20,Grayscale Bitcoin Mini Trust ETF - Shares,BTC,Consolidation,1 for 5,Grayscale Bitcoin Mini Trust ETF - Shares (BTC) performed a 1 for 5 consolidation. Holders will now hold 1 share of Grayscale Bitcoin Mini Trust ETF - Shares (BTC) for every 5 shares previously held.
2024-11-20,Grayscale Ethereum Mini Trust ETH,ETH,Consolidation,1 for 10,Grayscale Ethereum Mini Trust ETH (ETH) performed a 1 for 10 consolidation. Holders will now hold 1 share of Grayscale Ethereum Mini Trust ETH (ETH) for every 10 shares previously held.
2024-11-20,"Purepoint Uranium Group, Inc",PTU,Consolidation,1 for 10,"Purepoint Uranium Group, Inc. (PTU) performed a 1 for 10 consolidation. Holders will now hold 1 share of Purepoint Uranium Group, Inc. (PTU) for every 10 shares previously held."
2024-11-20,LuxUrban Hotels Inc,LUXH,Consolidation,1 for 70,LuxUrban Hotels Inc. (LUXH) performed a 1 for 70 consolidation. Holders will now hold 1 share of LuxUrban Hotels Inc. (LUXH) for every 70 shares previously held.
2024-11-20,International Metals Mining Corp,IMM,Consolidation,1 for 4,International Metals Mining Corp (IMM) performed a 1 for 4 consolidation. Holders will now hold 1 share of International Metals Mining Corp (IMM) for every 4 shares previously held.
2024-11-20,Premium Nickel Resources Limited,PNRL,Name Change,1 for 1,Premium Nickel Resources Limited (PNRL) performed a 1 for 1 name change to Premium Resources Ltd. (PREM).
2024-11-20,R1 RCM Inc,RCM,Merger,,R1 RCM Inc. (RCM) performed a merger. Holders will receive 14.30 USD per share held.
2024-11-20,Nova Vision Acquisition Corp,NOVV,Merger,,Nova Vision Acquisition Corp (NOVV) performed a merger. Holders will receive 1 new share of Real Messenger Holdings Limited (RMSG) per share held.
2024-11-20,Jeffs Brands Ltd,JFBR,Consolidation,1 for 13,Jeffs Brands Ltd (JFBR) performed a 1 for 13 consolidation. Holders will now hold 1 share of Jeffs Brands Ltd (JFBR) for every 13 shares previously held.
2024-11-19,Polar Power Inc,POLA,Consolidation,1 for 7,Polar Power Inc. (POLA) performed a 1 for 7 consolidation. Holders will now hold 1 share of Polar Power Inc. (POLA) for every 7 shares previously held.
2024-11-19,SOS Limited,SOS,Consolidation,1 for 15,SOS Limited (SOS) performed a 1 for 15 consolidation. Holders will now hold 1 share of SOS Limited (SOS) for every 15 shares previously held.
2024-11-19,Wheeler Real Estate Investment Trust Inc,WHLR,Consolidation,1 for 2,Wheeler Real Estate Investment Trust Inc (WHLR) performed a 1 for 2 consolidation. Holders will now hold 1 share of Wheeler Real Estate Investment Trust Inc (WHLR) for every 2 shares previously held.
2024-11-19,Logicmark Inc,LGMK,Consolidation,1 for 25,Logicmark Inc. (LGMK) performed a 1 for 25 consolidation. Holders will now hold 1 share of Logicmark Inc. (LGMK) for every 25 shares previously held.
2024-11-19,Spey Resources Corp,SPEY,Name Change,1 for 1,Spey Resources Corp (SPEY) performed a 1 for 1 name change to Armory Mining Corp. (ARMY).
2024-11-19,Hash Corporation,REZN,Name Change,1 for 1,Hash Corporation (The) (REZN) performed a 1 for 1 name change to Street Capital Inc.(STRC.X).
2024-11-19,Nuvei Corporation,NVEI,Merger,,Nuvei Corporation (NVEI) performed a merger. Holders will receive 34 USD per share held.
2024-11-18,Universe Pharmaceuticals Inc,UPC,Consolidation,1 for 15,Universe Pharmaceuticals Inc. (UPC) performed a 1 for 15 consolidation. Holders will now hold 1 share of Universe Pharmaceuticals Inc. (UPC) for every 15 shares previously held.
2024-11-18,Tidal Trust II Defiance Daily Target 2x Short MSTR ETF,SMST,Consolidation,1 for 5,Tidal Trust II Defiance Daily Target 2x Short MSTR ETF (SMST) performed a 1 for 5 consolidation. Holders will now hold 1 share of Tidal Trust II Defiance Daily Target 2x Short MSTR ETF (SMST) for every 5 shares previously held.
2024-11-18,Signing Day Sports Inc,SGN,Consolidation,1 for 48,Signing Day Sports Inc (SGN) performed a 1 for 48 consolidation. Holders will now hold 1 share of Signing Day Sports Inc (SGN) for every 48 shares previously held.
2024-11-18,Bluejay Diagnostics Inc,BJDX,Consolidation,1 for 50,Bluejay Diagnostics Inc. (BJDX) performed a 1 for 50 consolidation. Holders will now hold 1 share of Bluejay Diagnostics Inc. (BJDX) for every 50 shares previously held.
2024-11-18,MSP Recovery Inc,LIFW,Consolidation,1 for 25,MSP Recovery Inc. (LIFW) performed a 1 for 25 consolidation. Holders will now hold 1 share of MSP Recovery Inc. (LIFW) for every 25 shares previously held.
2024-11-18,Tidal Trust II - Defiance Daily Target 2X Long Smci ETF,SMCX,Consolidation,1 for 20,Tidal Trust II - Defiance Daily Target 2X Long Smci ETF (SMCX) performed a 1 for 20 consolidation. Holders will now hold 1 share of Tidal Trust II - Defiance Daily Target 2X Long Smci ETF (SMCX) for every 20 shares previously held.
2024-11-18,iShares Trust - Lifepath Target Date 2025 ETF,ITDA,Merger,,iShares Trust - Lifepath Target Date 2025 ETF (ITDA) performed a merger. Holders will receive 1 new share of iShares Trust - Lifepath Retirement ETF (IRTR) per share previously held.
2024-11-18,Leef Brands Inc,LEEF,Consolidation,1 for 10,Leef Brands Inc. (LEEF) performed a 1 for 10 consolidation. Holders will now hold 1 share of Leef Brands Inc. (LEEF) for every 10 shares previously held.
2024-11-18,CENTR Brands Corp,CNTR,Consolidation,1 for 10,CENTR Brands Corp (CNTR) performed a 1 for 10 consolidation. Holders will now hold 1 share of CENTR Brands Corp (CNTR) for every 10 shares previously held.
2024-11-18,NEOS ETF Trust - Kurv Yield Premium Strategy Amazon Amzn ETF,AMZP,Name Change,1 for 1,NEOS ETF Trust - Kurv Yield Premium Strategy Amazon Amzn ETF (AMZP) performed a 1 for 1 name change to Kurv ETF Trust - Kurv Yield Premium Strategy Amazon Amzn ETF (AMZP).
2024-11-18,NEOS ETF Trust - Kurv Yield Premium Strategy Tesla Tsla ETF,TSLP,Name Change,1 for 1,NEOS ETF Trust - Kurv Yield Premium Strategy Tesla Tsla ETF (TSLP) performed a 1 for 1 name change to Kurv ETF Trust - Kurv Yield Premium Strategy Tesla Tsla ETF (TSLP).
2024-11-18,NEOS ETF Trust - Kurv Yield Premium Strategy Netflix Nflx ETF,NFLP,Name Change,1 for 1,NEOS ETF Trust - Kurv Yield Premium Strategy Netflix Nflx ETF (NFLP) performed a 1 for 1 name change to Kurv ETF Trust - Kurv Yield Premium Strategy Netflix Nflx ETF (NFLP).
2024-11-18,NEOS ETF Trust - Kurv Yield Premium Strategy Microsoft Msft ETF,MSFY,Name Change,1 for 1,NEOS ETF Trust - Kurv Yield Premium Strategy Microsoft Msft ETF (MSFY) performed a 1 for 1 name change to Kurv ETF Trust - Kurv Yield Premium Strategy Microsoft Msft ETF (MSFY).
2024-11-18,NEOS ETF Trust - Kurv Yield Premium Strategy Google Googl ETF,GOOP,Name Change,1 for 1,NEOS ETF Trust - Kurv Yield Premium Strategy Google Googl ETF (GOOP) performed a 1 for 1 name change to Kurv ETF Trust - Kurv Yield Premium Strategy Google Googl ETF (GOOP).
2024-11-18,NEOS ETF Trust - Kurv Yield Premium Strategy Apple Aapl ETF,AAPY,Name Change,1 for 1,NEOS ETF Trust - Kurv Yield Premium Strategy Apple Aapl ETF (AAPY) performed a 1 for 1 name change to Kurv ETF Trust - Kurv Yield Premium Strategy Apple Aapl ETF (AAPY).
2024-11-18,Propel Holdings Inc,PRL.R,Other,,Propel Holdings Inc. (PRL.R) performed a mandatory exchange. Holders will now receive 1 Propel Holdings Inc (PRL) per old share previously held.
2024-11-18,SDCL EDGE Acquisition Corp,SEDA,Acquisition,,SDCL EDGE Acquisition Corp (Class A) (SEDA) performed a liquidation. Holders will receive 11.35601136 USD per unit held.
2024-11-18,Axonics Inc,AXNX,Merger,,Axonics Inc (AXNX) performed a merger. Holders will receive 71 USD per share held.
2024-11-15,Yoshitsu Co Ltd,TKLF,Consolidation,1 for 10,Yoshitsu Co Ltd (TKLF) performed a 1 for 10 consolidation. Holders will now hold 1 share of Yoshitsu Co Ltd (TKLF) for every 10 shares previously held.
2024-11-15,Color Star Technology Company Limited,ADD,Consolidation,1 for 100,Color Star Technology Company Limited (ADD) performed a 1 for 100 consolidation. Holders will now hold 1 share of Color Star Technology Company Limited (ADD) for every 100 shares previously held.
2024-11-15,Trio Petroleum Corp,TPET,Consolidation,1 for 20,Trio Petroleum Corp (TPET) performed a 1 for 20 consolidation. Holders will now hold 1 share of Trio Petroleum Corp (TPET) for every 20 shares previously held.
2024-11-15,Pan American Energy Corp,PNRG,Consolidation,1 for 10,Pan American Energy Corp (PNRG) performed a 1 for 10 consolidation. Holders will now hold 1 share of Pan American Energy Corp (PNRG) for every 10 shares previously held.
2024-11-15,Fredonia Mining Inc,FRED,Consolidation,1 for 5,Fredonia Mining Inc (FRED) performed a 1 for 5 consolidation. Holders will now hold 1 share of Fredonia Mining Inc (FRED) for every 5 shares previously held.
2024-11-15,Magnum Goldcorp Inc,MGI,Consolidation,1 for 4,Magnum Goldcorp Inc (MGI) performed a 1 for 4 consolidation. Holders will now hold 1 share of Magnum Goldcorp Inc (MGI) for every 4 shares previously held.
2024-11-15,Heartfield Mining Corp,HMC,Name Change,1 for 1,Heartfield Mining Corp (HMC) performed a 1 for 1 name change to Mercado Minerals Ltd. (MERC).
2024-11-14,InMed Pharmaceuticals Inc,INM,Consolidation,1 for 20,InMed Pharmaceuticals Inc (INM) performed a 1 for 20 consolidation. Holders will now hold 1 share of InMed Pharmaceuticals Inc (INM) for every 20 shares previously held.
2024-11-14,Akanda Corp,AKAN,Consolidation,1 for 2,Akanda Corp (AKAN) performed a 1 for 2 consolidation. Holders will now hold 1 share of Akanda Corp (AKAN) for every 2 shares previously held.
2024-11-14,Excelsior Mining Corp,MIN,Name Change,1 for 1,Excelsior Mining Corp (MIN) performed a 1 for 1 name change to Gunnison Copper Corp (GCU).
2024-11-14,PanGenomic Health Inc,NARA,Consolidation,1 for 5,PanGenomic Health Inc. (NARA) performed a 1 for 5 consolidation. Holders will now hold 1 share of PanGenomic Health Inc. (NARA) for every 5 shares previously held.
2024-11-13,NewOrigin Gold Corp,NEWO,Merger,,NewOrigin Gold Corp. (NEWO) performed a merger. Holders will receive 0.25694426 new share of Harfang Exploration Inc. (HAR) per share previously held.
2024-11-13,Primo Water Corporation,PRMW,Merger,,Primo Water Corporation (PRMW) performed a merger. Holders will receive 1 new share of Primo Water Corporation per share previously held.
2024-11-13,Liberty Global Ltd,LBTYK,Spinoff,,"Liberty Global Ltd (Class C) (LBTYK) performed a spinoff. Holders will receive 0.2 shares of Sunrise Communications AG (SNREV) per LBTYK share held as of record date November 13, 2024."
2024-11-13,Danimer Scientific Inc,DNMR,Consolidation,1 for 40,Danimer Scientific Inc (Class A) (DNMR) performed a 1 for 40 consolidation. Holders will now hold 1 share of Danimer Scientific Inc (Class A) (DNMR) for every 40 shares previously held.
2024-11-13,Liberty Global Ltd,LBTYA,Spinoff,,"Liberty Global Ltd (Class A) (LBTYA) performed a spinoff. Holders will receive 0.2 shares of Sunrise Communications AG (SNREV) per LBTYA share held as of record date November 13, 2024."
2024-11-13,Pluto Ventures Inc,PLTO,Stock Split,2 for 1,Pluto Ventures Inc. (PLTO) performed a 2 for 1 stock split. Holders will now hold 2 shares of Pluto Ventures Inc. (PLTO) per old share previously held.
2024-11-13,Florida Canyon Gold Inc,FCGV,Merger,,Florida Canyon Gold Inc. (FCGV) performed a merger. Holders will receive 0.467 new share of Integra Resources Corporation (ITR) per share previously held.
2024-11-13,Bolt Metals Corp,BOLT,Stock Split,2 for 1,Bolt Metals Corp (BOLT) performed a 2 for 1 stock split. Holders will now hold 2 shares of Bolt Metals Corp (BOLT) per old share previously held.
2024-11-13,Millbank Mining Corp,MILL,Name Change,1 for 1,Millbank Mining Corp (MILL) performed a 1 for 1 name change to Primary Hydrogen Corp. (HDRO).
2024-11-13,Instructure Holdings Inc,INST,Merger,,Instructure Holdings Inc (INST) performed a merger. Holders will receive 23.60 USD per share held.
2024-11-13,Blockchain Coinvestors Acquisition Corp I,BCSA,Acquisition,,Blockchain Coinvestors Acquisition Corp I (Class A) (BCSA) performed a liquidation. Holders will receive 11.33258744 USD per unit held.
2024-11-13,Thoughtworks Holding Inc,TWKS,Merger,,Thoughtworks Holding Inc (TWKS) performed a merger. Holders will receive 4.40 USD per share held
2024-11-12,Premium Income Corp,PIC.A,Consolidation,0.6767938 for 1,Premium Income Corp. (Class A) (PIC.A) performed a 0.6767938 for 1 consolidation. Holders will now hold 0.6767938 share of Premium Income Corp. (Class A) (PIC.A) for every share previously held.
2024-11-12,Jet.AI Inc,JTAI,Consolidation,1 for 225,Jet.AI Inc (JTAI) performed a 1 for 225 consolidation. Holders will now hold 1 share of Jet.AI Inc (JTAI) for every 225 shares previously held.
2024-11-12,Shineco Inc,SISI,Consolidation,1 for 24,Shineco Inc (SISI) performed a 1 for 24 consolidation. Holders will now hold 1 share of Shineco Inc (SISI) for every 24 shares previously held.
2024-11-12,Givex Corp,GIVX,Merger,,Givex Corp (GIVX) performed a merger. Holders will receive 1.50 CAD per share held.
2024-11-12,Inpixon,XTIA,Spinoff,,"Inpixon (XTIA) performed a spinoff. Holders will receive 0.004 shares of Damon Inc (DMN), 0.008 contra cusip of Grafiti Hldg Inc (locked-up for 90 days) and 0.008 contra cusip of Grafiti Hldg Inc (locked-up for 180 days) per XTIA shareas of record date Dec 27. 2023."
2024-11-11,Interactive Strength Inc,TRNR,Consolidation,1 for 100,Interactive Strength Inc. (TRNR) performed a 1 for 100 consolidation. Holders will now hold 1 share of Interactive Strength Inc. (TRNR) for every 100 shares previously held.
2024-11-11,1847 Holdings LLC,EFSH,Consolidation,1 for 15,1847 Holdings LLC (EFSH) performed a 1 for 15 consolidation. Holders will now hold 1 share of 1847 Holdings LLC (EFSH) for every 15 shares previously held.
2024-11-11,Volcon Inc,VLCN,Consolidation,1 for 8,Volcon Inc. (VLCN) performed a 1 for 8 consolidation. Holders will now hold 1 share of Volcon Inc. (VLCN) for every 8 shares previously held.
2024-11-11,Tidal Trust II - Defiance Daily Target 2X Long Smci ETF,SMCX,Consolidation,1 for 20,Tidal Trust II - Defiance Daily Target 2X Long Smci ETF (SMCX) performed a 1 for 20 consolidation. Holders will now hold 1 share of Tidal Trust II - Defiance Daily Target 2X Long Smci ETF (SMCX) for every 20 shares previously held.
2024-11-11,FuelCell Energy Inc,FCEL,Consolidation,1 for 30,FuelCell Energy Inc. (FCEL) performed a 1 for 30 consolidation. Holders will now hold 1 share of FuelCell Energy Inc. (FCEL) for every 30 shares previously held.
2024-11-11,Sendero Resources Corp,SEND,Consolidation,1 for 10,Sendero Resources Corp (SEND) performed a 1 for 10 consolidation. Holders will now hold 1 share of Sendero Resources Corp (SEND) for every 10 shares previously held.
2024-11-11,Pyrogenesis Canada Inc,PYR,Name Change,1 for 1,Pyrogenesis Canada Inc. (PYR) performed a 1 for 1 name change to PyroGenesis Inc (PYR).
